Daily_Flushes,Flush_Volume,Membrane_Flux,Velocity_Crossflow,Pressure_Membrane,Fill_Fraction_GAC_Column,UF_GAC_N_P_Removal,Clinoptilolite_Capacity,Polonite_Capacity,N_Content_Protein,N_P_Excretion,N_Urine,P_Content_A_Protein,P_Content_V_Protein,P_Urine,Seperation_Efficiency,Density_GAC,Lifetime_GAC,Power_Required_Treatment_EC,Current_EC,Power_Stirrer,Flowrate_Discharge,Pump_UF_Lifetime,Membrane_UF_Lifetime,Switch_Lifetime,Valve_UF_Lifetime,Electrode_EC_Lifetime,Stirrer_Lifetime,U_Pump_Misc_Lifetime,Zeo_GHG,GAC_GHG,E_Hydro_GHG,E_Wind_GHG,E_Solar_GHG,E_Gas_GHG,UF_Material_Impacts,GAC_Material_Impacts,EC_Material_Impacts,Misc_Material_Impacts,Controls_Material_Impacts
2.903086104,9.207328662,132.418131,4.668068903,2.337154781,0.815192359,0.455217053,9.889019165,9.779405158,0.179883893,0.992042372,0.813565094,0.033912387,0.014545327,0.684933882,0.873663942,450.836181,10232.1024,6.34036096,6.129813247,27.44479999,14.29276411,10.8029538,2.919074577,10.16705204,5.316741211,1.919404,4.514740076,9.917673266,1.732971621,7.672849541,0.062588533,0.020668452,0.081781894,0.610864758,0.004040293,0.001212153,0.000995307,0.052110964,0.008348939
1.667706806,9.795739259,140.2555419,5.106129491,3.307035569,0.825081243,0.327498696,9.293658013,9.90393836,0.180685241,0.991818559,0.880144549,0.039330761,0.007566735,0.698768377,0.886535899,424.4490002,12995.64847,6.334396579,6.26332108,26.40246177,13.39777852,10.23589207,3.273164935,8.53124349,4.702094394,1.929467912,5.877870887,9.643935719,1.915179094,8.975370129,0.055233072,0.022597444,0.077146177,0.63841935,0.003874245,0.001248769,0.001096967,0.052106688,0.008898928
6.392034922,7.829594181,146.6732882,4.160119766,0.844390249,0.812628534,0.435637966,10.50898183,10.02049069,0.157480666,0.992738917,0.911597532,0.02743301,0.008085217,0.655644623,0.838721658,471.2531983,10430.96088,6.008974425,5.9635218,18.86184733,12.85501741,10.44273139,3.222780694,9.711431496,4.43242045,1.967349508,3.667162582,10.77212188,1.614274991,7.990116093,0.056378538,0.02018792,0.077449781,0.581819679,0.003913714,0.001229053,0.001068558,0.052689297,0.008276073
2.582886486,6.676951952,127.6704846,4.505294545,0.987461323,0.824455664,0.498113873,10.03735361,9.94597918,0.140230984,0.991788201,0.836857468,0.031867452,0.014921842,0.659405532,0.831095874,433.3858896,7964.680963,5.745527949,6.103085371,28.78982907,9.839082813,8.449160198,3.005832203,8.992125479,5.623776311,1.98401187,2.87927685,9.945814777,1.725295199,9.135622384,0.063988516,0.016816404,0.073783965,0.587347467,0.003822901,0.001286712,0.001031977,0.055081002,0.008753506
1.497187039,8.73803417,152.4236229,5.280256396,1.813153833,0.813555207,0.390984373,9.150437437,10.36831438,0.153396847,0.990635646,0.91955953,0.013824661,0.004240036,0.679821758,0.80253596,491.4703634,9584.3125,6.27869616,4.562369368,22.20606805,9.617565371,9.672209502,3.045887154,10.73105694,5.137204532,2.147468542,5.300198175,9.791304054,1.778255866,8.402874739,0.058890188,0.024676463,0.075898085,0.657570472,0.00397474,0.001250585,0.000926692,0.057096948,0.008417995
4.532319366,6.203075648,141.5746589,3.978946742,1.540788623,0.76197682,0.309143592,9.74042781,9.433568412,0.130200778,0.999746334,0.851707417,0.024966344,0.004107778,0.665871402,0.808354468,417.2159575,12171.43824,6.355912947,4.138841534,20.24322232,9.235051915,9.437253701,2.957213967,11.31291013,4.166681639,1.973160324,6.479947173,10.48413308,1.652974636,8.936849039,0.057168527,0.018221059,0.072322115,0.611038551,0.004029345,0.001136848,0.001092948,0.054686689,0.008272263
4.803329249,9.550291039,156.4918194,3.702064495,1.442541018,0.806028826,0.32918043,10.67941579,9.505752268,0.167563203,0.993423751,0.831765928,0.020903958,0.011563455,0.70609356,0.84693901,404.2203241,5296.426654,6.231075707,6.613548145,18.25113744,14.87852322,10.24566225,2.92142506,9.82927049,5.4358716,2.054688092,6.098502121,9.774902953,1.943929975,8.068031959,0.050435746,0.025304772,0.074369507,0.633071743,0.004095555,0.001264725,0.001171038,0.059658966,0.008444208
1.469658987,8.204951046,126.2220715,5.114006681,0.099378552,0.840265757,0.485144965,9.955407229,9.934510993,0.16107041,0.993031351,0.909964771,0.024803546,0.021126162,0.70830765,0.840768559,425.4778514,10796.35215,5.838756384,4.349515083,26.16309983,15.23090178,10.48741548,3.012756196,9.216095403,5.979109826,1.934589496,5.43262848,10.19833378,1.866691496,9.216519824,0.053428978,0.02318113,0.080139744,0.630419163,0.004345857,0.001263333,0.001061187,0.056065536,0.008129853
2.07985032,8.671347341,136.1952534,4.770980954,0.74928048,0.753862069,0.332382965,9.327989745,10.37277367,0.134083664,0.996838469,0.903862168,0.017133375,0.017424602,0.723367021,0.876405752,444.3740853,8898.993579,5.618194868,4.428260207,23.89658089,13.33738218,10.58561062,3.122055023,10.11566268,2.814979204,1.914791828,4.978769777,10.22881635,1.692146391,8.064462292,0.050583728,0.022517934,0.072702329,0.688305909,0.004274264,0.001229609,0.000965809,0.057195163,0.008823012
3.550261288,7.344992601,119.6852293,5.39252639,2.298895559,0.760954353,0.434689858,9.634630065,9.563862454,0.166956885,0.995057795,0.86134427,0.024222431,0.011744868,0.652952455,0.825088089,419.2911693,6745.264049,5.902057503,5.989152534,27.80365599,13.92287577,9.377850059,2.989552358,9.970062252,5.065459628,1.968470508,3.60936954,10.34004675,1.6840666,8.807325524,0.058428136,0.017127861,0.080193159,0.563583081,0.003991513,0.001236778,0.001069499,0.052139398,0.008672324
6.358549698,8.864070607,151.0286585,4.124811875,2.654822739,0.838689143,0.441061259,10.39363604,9.865179053,0.142527144,0.999829789,0.840131721,0.008848588,0.016432677,0.643616522,0.894843744,427.7508896,6649.685373,6.174720379,6.045863264,29.46850464,11.18748377,11.30189398,2.869654489,9.541520643,5.518856976,1.885965056,7.21718241,10.21052505,1.671192884,8.159227395,0.050314016,0.028873791,0.073328482,0.502393166,0.004351214,0.001264446,0.000990367,0.0529052,0.008244544
5.776696713,8.853617491,133.3678988,5.43939711,3.262440218,0.829504791,0.337426233,9.844206106,10.09426055,0.15684794,0.994983146,0.86593304,0.043601338,0.017512505,0.613643795,0.811426483,406.9639336,6211.061672,6.001123397,6.804568361,28.72073358,13.99778009,9.843046206,3.014894714,11.55270872,3.908478143,1.817323725,5.535235288,9.811318017,1.851006829,9.039601496,0.063442144,0.021042799,0.081537933,0.592652267,0.003865284,0.001170974,0.000954017,0.059744831,0.008680317
3.170259809,9.624852056,115.792302,3.956937155,0.054066852,0.829237875,0.484648992,9.887096366,9.572944876,0.143450615,0.998769521,0.792075173,0.008028946,0.012178918,0.623843303,0.848933687,458.0997997,9238.037498,6.378858979,5.723582462,22.72855185,9.734407457,8.694085385,2.886863841,10.54986621,5.19563528,2.089641824,4.810441918,10.29890037,1.682830298,7.843613531,0.06012657,0.017473777,0.080340374,0.601879782,0.004299335,0.001202669,0.001015712,0.051740366,0.009016485
6.218701758,8.11067016,116.8307504,3.975615487,0.528651534,0.773975222,0.308065139,9.878913682,9.553595405,0.13683143,0.996243622,0.857544084,0.022480178,0.012220277,0.70426806,0.814001014,460.2390322,9561.798048,6.110774253,5.176378192,21.39967232,15.40230861,10.35124681,2.998588774,10.67006462,3.977117199,1.904683519,5.775402069,10.08038467,1.775814777,8.23500573,0.053303937,0.019506691,0.081419214,0.676677435,0.004341874,0.001161719,0.001120802,0.055362234,0.00812559
4.713115174,9.948030027,165.8696404,4.323769182,3.040831764,0.753489501,0.375872963,10.19145215,9.544374782,0.18635065,0.995250126,0.884276991,0.013898024,0.022409506,0.655680527,0.803867843,480.2670728,12239.57954,6.127183213,4.106095153,27.3156214,12.34086792,11.86019835,3.164494443,8.505859715,4.532198446,2.064156556,3.829136087,9.857503851,1.949950273,9.151600653,0.064901773,0.025253201,0.075820309,0.538205063,0.004108598,0.001275303,0.001090279,0.052416012,0.008542216
1.582675816,6.568068594,143.6820157,4.82993893,2.343839452,0.846718111,0.456545696,10.08425892,10.17256615,0.146980795,0.993481087,0.848416729,0.02014247,0.004283926,0.621349881,0.81601204,429.1413848,12034.13333,6.13168727,4.633920713,18.69344006,12.18002598,9.261850043,2.843879488,11.97160147,4.694922027,2.078161989,3.540306673,9.944866515,1.741264505,7.55101836,0.059343583,0.019581372,0.08101122,0.57404574,0.004185577,0.001154084,0.001001745,0.054833612,0.008424023
4.694296291,7.922385527,165.6684349,4.191062392,3.366087232,0.781496817,0.469654046,10.91714664,10.23099263,0.181677614,0.991082843,0.882310466,0.032513865,0.015364187,0.640470199,0.883438097,461.0273967,8538.12215,5.884959591,4.298195384,25.68855256,12.72626128,10.10257651,2.868931211,10.56414248,5.387261991,1.969490556,4.263548393,10.1733756,1.608788132,7.941154198,0.063750113,0.016543518,0.073050911,0.527128485,0.004404633,0.001244328,0.001131761,0.056573964,0.008328769
1.603037477,9.986325448,126.4237713,5.241152063,1.343200109,0.762754542,0.447285327,10.48991601,10.28890347,0.164832575,0.995177846,0.908984665,0.015915027,0.002805347,0.680294593,0.866570489,431.7927385,8735.084415,5.821503493,5.472477146,22.3354968,13.13028917,10.94192039,2.927679911,10.8407899,4.154163864,1.92237634,3.467252804,10.23806738,1.666340948,8.101061232,0.051993922,0.026533551,0.074998125,0.61712346,0.003653339,0.001159245,0.001071317,0.055612774,0.008197776
1.864987648,8.2772431,146.2055864,4.665469633,2.269398701,0.807209526,0.367479272,10.78512488,10.37559616,0.181337995,0.99968999,0.887218045,0.014517759,0.014408717,0.684384839,0.883096161,421.6032989,11920.19926,5.98976393,5.817975502,22.68826246,10.42499089,11.63483291,3.002320747,10.75723169,5.696846959,2.090840838,6.711007679,10.60373081,1.753291827,8.238865479,0.05008068,0.02573835,0.082500957,0.621081301,0.004185062,0.001212207,0.001057922,0.05398538,0.008145978
3.731125224,9.392305923,120.1800325,5.419727887,3.163962579,0.831785163,0.436934061,10.39102066,9.962065142,0.186175297,0.996820333,0.872949148,0.016386095,0.018851369,0.654245926,0.866468211,433.0371145,5781.800774,6.074591747,4.401608997,21.18145655,13.17485632,9.224388042,3.041701846,9.233813933,5.248688291,2.148568092,6.517317142,10.71261688,1.780338952,9.028760542,0.061726095,0.015906169,0.077784486,0.656914112,0.004132402,0.001187219,0.001084165,0.060608154,0.008280435
1.221752443,8.338925898,143.5022707,4.71523153,0.890568604,0.819867706,0.440025117,10.05919413,10.32190854,0.144625879,0.996757447,0.924777708,0.038100023,0.016422265,0.700071833,0.838158126,492.0504761,7387.957974,5.694491247,5.896997561,27.99525139,11.41012888,10.56542493,2.949977004,10.11949429,5.660258361,1.973883494,5.830418054,9.954940704,1.795539881,8.866776089,0.053958151,0.022230668,0.074469584,0.645355603,0.004138308,0.001187648,0.000965757,0.056517678,0.008172839
5.664351914,9.007210041,126.9806769,4.628773844,2.861900467,0.802204044,0.410529463,9.988846731,10.0419709,0.184823085,0.998037244,0.937014731,0.009035771,0.024032184,0.674101112,0.899291297,443.6085836,11743.77731,5.894170123,6.418788045,20.98916894,15.7141145,10.57281449,3.036469866,8.676315501,3.846442319,1.983634444,3.791215778,10.59397065,1.861379136,8.405730674,0.060370572,0.016035388,0.077441214,0.525964453,0.004169287,0.001245211,0.000986478,0.058756988,0.008400021
5.549156993,7.575256545,163.7898299,4.944604542,3.125895079,0.786415922,0.349973402,10.53645203,9.908419033,0.152554975,0.996024504,0.898178391,0.015456244,0.023865219,0.699840958,0.890744374,410.1186501,7390.997857,6.112794809,6.857186294,18.37174438,13.03174673,11.4415838,3.120149579,9.294122385,4.158052301,2.008336199,4.472915512,10.41108026,1.692911236,7.915369986,0.060631548,0.022413274,0.075380924,0.520108446,0.004071895,0.001185889,0.001079586,0.054332555,0.008842448
1.178721138,8.772644254,161.1542811,3.627435669,2.832733105,0.795317749,0.401336607,9.762815957,9.785758601,0.1365667,0.996224766,0.847980299,0.01587229,0.017704205,0.690255489,0.809261071,496.2354714,6606.805844,5.865828472,5.826833766,22.81195032,15.57612361,10.37670275,3.128604863,10.71809941,4.48568342,2.031510728,4.586047196,10.0464999,1.780801029,9.125047739,0.059963528,0.026448732,0.07326046,0.588301493,0.004235744,0.001206136,0.001143422,0.060569744,0.008176357
2.303265724,7.402410789,124.2497611,4.185937539,1.136465725,0.791009569,0.400619822,9.867037142,10.68828935,0.139752489,0.998969915,0.826795966,0.014070724,0.02050711,0.696002087,0.837974067,428.9808813,9028.985175,6.37216858,4.671450192,24.81092275,9.610645471,8.170558907,3.035080472,10.08066341,3.677551539,2.119513233,5.75625562,9.769914481,1.761097849,8.772025982,0.054435807,0.02514273,0.075809387,0.574603985,0.004083109,0.001175793,0.001128775,0.060656928,0.008497131
1.2437126,7.629546298,131.6095475,4.961220828,1.376064639,0.787244484,0.37925806,9.652920511,9.487158423,0.158756738,0.993336942,0.883589528,0.021173564,0.017388538,0.653829342,0.853881602,403.9729747,9312.35684,6.242092253,6.654856483,23.57212535,10.66518003,9.047332283,3.100258292,9.170141445,4.288186199,2.10594842,5.617626056,9.626424767,1.904645229,8.088159395,0.054777507,0.026161821,0.080133459,0.552954666,0.004079428,0.001245765,0.001109804,0.060835562,0.007762606
3.984614036,7.470968199,123.7826394,5.10931208,1.208130484,0.776069751,0.364874273,9.761190082,10.4622146,0.144161234,0.998078334,0.841899548,0.03176797,0.012260669,0.662584546,0.83191426,456.0110128,10404.42903,6.296202994,4.009353031,25.57037187,12.97038277,9.451243338,2.853732086,9.348898911,5.939072033,1.857299167,4.188757892,9.978992779,1.93839124,7.694357956,0.05399102,0.017655653,0.079082547,0.579680839,0.00405914,0.001204233,0.000959983,0.052324735,0.008413044
5.744829195,8.061871531,160.3543468,4.183000824,0.305881699,0.762343155,0.346433076,9.570846588,9.918716728,0.147118693,0.993403304,0.885748459,0.014897418,0.014610685,0.649638195,0.828681517,405.3277761,9610.819891,5.758560436,4.067555125,28.81347759,12.44922823,10.62146034,3.030057318,9.927427328,3.396863737,2.028240246,6.461385279,9.731744948,1.853374776,8.451400048,0.053348625,0.026146462,0.070736342,0.546895208,0.003967867,0.001279052,0.001129294,0.05915562,0.008325828
6.285558278,6.659009265,153.3367374,5.009164062,0.663183661,0.763766514,0.44223538,9.980466106,9.945015045,0.134405386,0.994873022,0.852254596,0.038045994,0.019140042,0.669993406,0.834816033,491.3136588,6874.263409,6.037982897,4.341864984,18.46450962,10.61586141,9.867193515,3.250401203,10.02918284,5.280676283,1.904868459,6.980028303,10.22300319,1.838012574,8.596904708,0.055702131,0.016291518,0.071762317,0.584794677,0.004324871,0.001200727,0.001045855,0.056697145,0.008272888
2.90881586,8.158186527,129.6555942,3.876680928,2.529800702,0.818833544,0.476730135,9.764524654,9.115621351,0.173029278,0.991940583,0.805307684,0.010065873,0.020167619,0.679198093,0.82938863,441.2310799,9544.524759,6.158212666,4.157197792,27.78148713,15.26455177,9.883228071,2.882939324,10.58536015,3.792000349,2.091787778,6.217263053,9.815257904,1.879502975,7.554479767,0.054045057,0.025379319,0.070094054,0.542207799,0.003935387,0.001156071,0.000990115,0.058357694,0.008541654
1.905338373,7.557790851,118.9180011,4.608998734,3.277089298,0.781136153,0.340667572,9.956799447,10.56054696,0.142231223,0.992884742,0.864804011,0.010316811,0.014721793,0.662846135,0.874662659,450.3323528,11516.52534,5.643746311,4.327377819,24.78500331,15.24783555,10.74447226,2.903696792,8.719870641,6.245726372,2.017281634,6.332332622,10.10612738,1.679455707,8.522839353,0.053728976,0.021396573,0.071369032,0.557247172,0.003802107,0.001159797,0.000938817,0.060976676,0.008659067
6.293698098,6.462563685,132.9724126,4.707623298,2.511589417,0.761074768,0.312431433,9.591680217,10.80627507,0.154590822,0.994411627,0.874557629,0.042884255,0.016757497,0.656859897,0.854274395,496.4876031,10762.55568,6.092504642,4.908912026,19.78098353,13.31841029,9.988646457,2.967730003,10.27596972,5.636693113,2.05903832,6.110851102,9.574652865,1.932698174,8.610210694,0.052459971,0.01563039,0.078186428,0.632781442,0.003854164,0.001202368,0.00104081,0.050313535,0.008383237
6.828551727,9.439438435,155.6954393,4.730104554,1.991754974,0.818409408,0.315580208,10.10554156,10.10458533,0.18831094,0.991210776,0.810279315,0.025241838,0.015677018,0.672164179,0.817950221,488.4005867,7766.64161,6.356296288,6.111740538,23.98357975,12.11481312,9.144861374,2.961495648,11.21371008,7.118930947,2.034476989,5.392095731,9.710419177,1.685662817,8.461518343,0.055568296,0.021191696,0.079136373,0.624564019,0.003854054,0.001266494,0.001097319,0.054273486,0.008611606
2.999511558,8.875160717,146.483471,5.453358896,0.790730028,0.834726342,0.474721703,10.29346127,10.56274122,0.165874221,0.992833189,0.824041854,0.036917381,0.023778306,0.636528523,0.897269663,412.3978493,11937.85385,6.186139101,4.589876636,28.1482917,14.70546645,10.37222553,2.926341177,10.33623577,7.238719355,1.860704642,3.752151496,10.75254415,1.924484329,8.39793273,0.063463293,0.017377665,0.073975299,0.581025026,0.00406183,0.001146767,0.000958143,0.056640665,0.008870537
4.66888518,7.286134896,133.2215764,3.889218672,2.381398359,0.768272548,0.422888302,9.814007511,10.48761136,0.176277665,0.999216983,0.91827626,0.019680714,0.023042796,0.642480912,0.882716964,458.3381866,11746.01312,5.989207679,4.3834153,23.66351755,9.670626232,10.03169829,3.210409388,9.614928278,4.613644285,2.105678732,3.029138305,10.02729293,1.948809561,8.857127077,0.063780518,0.015429273,0.078281149,0.545980863,0.004076229,0.001219929,0.001083418,0.05524759,0.008728875
6.613973169,7.729995664,125.6237781,5.328504392,1.657935419,0.816263122,0.338110861,10.07724716,9.976891454,0.152332837,0.995982994,0.86292803,0.011705297,0.019037252,0.680983965,0.873328674,437.750367,8715.250095,5.87913637,6.247384356,25.57788276,14.25932486,9.976027478,2.986304156,8.782221946,4.621475113,2.142426256,4.503660338,9.993789938,1.702471633,8.421189913,0.05927336,0.020452211,0.076237428,0.571176697,0.003669557,0.001220135,0.00107564,0.060369451,0.008437325
5.074433759,7.853269913,161.6177669,4.833236768,1.31312837,0.829317611,0.384844679,9.829512749,10.48045069,0.158095386,0.99933825,0.887468694,0.017208996,0.018982241,0.639994354,0.820414951,427.4277977,4908.326737,6.086741484,6.819761809,28.13538213,11.85607355,10.06567864,3.211992465,10.16864489,4.26145193,1.888265624,5.483448447,9.280798116,1.620120019,9.040994868,0.052869471,0.016734324,0.074722176,0.606092744,0.00383517,0.001207911,0.001015718,0.060280092,0.008807972
4.034704775,9.166283393,127.1670022,4.091651977,0.488008672,0.75886417,0.346773431,9.699533694,9.895422467,0.157618389,0.999126489,0.848211162,0.015679995,0.010662141,0.690971042,0.830093969,468.1292047,6848.357565,6.115433399,4.993594172,21.01895405,13.10712423,9.960133996,2.949627765,9.47974016,4.121474083,1.987138277,4.967615129,9.76008858,1.67312131,8.875609139,0.060673173,0.024547136,0.081931948,0.680862796,0.004038188,0.001198464,0.000863322,0.059101772,0.008088039
1.702208047,9.298018896,125.4453247,5.074272228,0.183200589,0.83543777,0.466639461,9.482174459,10.60471674,0.178803077,0.997372856,0.893995391,0.024668611,0.013826933,0.684753599,0.869036846,426.0877779,10733.41247,6.146669411,5.063271316,23.19350589,10.18218731,9.922000047,2.905605225,9.174868144,4.035710057,1.913340135,4.523322107,9.901058998,1.803836278,7.696998345,0.056169593,0.016616059,0.071939616,0.597162024,0.00373896,0.001242463,0.001150683,0.055951834,0.008608753
6.778302729,7.926238052,157.1042753,5.065305266,2.636778126,0.79067164,0.428112737,10.06751797,10.42054018,0.181857996,0.998351709,0.826305194,0.031782972,0.01074478,0.605185871,0.854809824,427.0801226,7996.567496,6.053354172,5.474241687,19.96677059,13.45563202,12.22653714,2.987739356,10.26468535,4.015732563,1.993944896,6.880954259,10.13510313,1.676155643,9.005969411,0.064159633,0.026708417,0.078222847,0.604659442,0.004152197,0.001186729,0.001079425,0.059778113,0.008324988
6.746903867,7.507813271,158.3886429,5.299202715,1.437746919,0.770426285,0.456988675,10.37765402,10.38966504,0.152710345,0.990753318,0.806334519,0.019279833,0.029964791,0.697820435,0.896967192,454.8469541,8793.418114,5.917911094,4.873945312,27.45751726,14.92181834,9.108354228,3.057921229,9.932960053,4.2210784,2.159142129,5.327582846,9.666475185,1.670072227,8.615310885,0.058138511,0.024870923,0.079311202,0.513235088,0.004089389,0.001306135,0.001177086,0.056776186,0.008969329
5.045367514,7.061709428,131.9148187,5.135912959,3.323536357,0.826201274,0.3685266,9.257674897,10.41810834,0.17908728,0.998226288,0.855484104,0.009358213,0.012439912,0.68071744,0.882454751,403.8607813,6266.443774,5.869751902,4.075477942,21.87536615,11.47090434,8.854224613,3.09048985,10.65550171,5.99161987,2.015900095,6.131352051,10.60126706,1.724129948,8.287491096,0.062831692,0.01984005,0.073640003,0.501127043,0.004085916,0.001254359,0.0008474,0.05117324,0.008875459
2.647110022,9.095945253,152.1529395,4.253936629,0.223350086,0.751679574,0.341021728,10.48656666,10.62061875,0.180231842,0.99911943,0.853545334,0.031428923,0.013278205,0.650496471,0.830315165,446.8002058,5507.919488,5.957544678,4.499718949,26.77464326,14.54903256,10.75267144,2.912783274,10.21010809,6.917368751,1.9428833,5.175126382,10.00531543,1.846124062,8.09220221,0.053263884,0.026375126,0.074397933,0.471899867,0.003784423,0.0012085,0.001033224,0.058196346,0.008134792
