Daily_Flushes,Flush_Volume,Membrane_Flux,Velocity_Crossflow,Pressure_Membrane,Fill_Fraction_GAC_Column,UF_GAC_N_P_Removal,Clinoptilolite_Cost,Polonite_Cost,Clinoptilolite_Capacity,Polonite_Capacity,N_Content_Protein,N_P_Excretion,N_Urine,P_Content_A_Protein,P_Content_V_Protein,P_Urine,Seperation_Efficiency,Density_GAC,Lifetime_GAC,Power_Required_Treatment_EC,Current_EC,Power_Stirrer,Flowrate_Discharge,Pump_UF_Lifetime,Membrane_UF_Lifetime,Switch_Lifetime,Valve_UF_Lifetime,Electrode_EC_Lifetime,Stirrer_Lifetime,U_Pump_Misc_Lifetime,Discount_Rate,U_Pump_UF,U_Valve_UF,U_Tank_UF,U_Switch,UF_Material_Costs,GAC_Material_Costs,U_Stirrer_EC,U_Electrode_EC,EC_Material_Costs,US_Initial_Unit_Cost_Controls,InCountry_Initial_Unit_Cost_Controls,Controls_Material_Costs,U_Pump_Misc,Misc_Material_Costs,U_Media_GAC,Monthly_Work_Days,Construction_Time,Maintenance_Frequency,Maintenance_Time
3.550261288,7.344992601,119.6852293,5.39252639,2.298895559,0.760954353,0.434689858,1.08991076,1.427614318,9.634630065,9.563862454,0.166956885,0.995057795,0.86134427,0.024222431,0.011744868,0.652952455,0.825088089,419.2911693,6745.264049,5.902057503,5.989152534,27.80365599,13.92287577,9.377850059,2.989552358,9.970062252,5.065459628,1.968470508,3.60936954,10.34004675,0.0466226,171.8638017,99.87825335,576.0039386,118.3661118,1484.924931,843.2925811,159.2495746,101.1448735,707.9955418,588.3959464,1024.046576,1612.442523,179.921395,2178.161614,3.444655414,23.55313608,2.311602886,1.853501389,0.721871073
6.358549698,8.864070607,151.0286585,4.124811875,2.654822739,0.838689143,0.441061259,1.094828162,1.401906623,10.39363604,9.865179053,0.142527144,0.999829789,0.840131721,0.008848588,0.016432677,0.643616522,0.894843744,427.7508896,6649.685373,6.174720379,6.045863264,29.46850464,11.18748377,11.30189398,2.869654489,9.541520643,5.518856976,1.885965056,7.21718241,10.21052505,0.04291949,160.7887512,97.52520007,498.9190738,115.0339732,1477.305539,830.6353871,140.213872,102.4929413,736.6955356,559.7081602,979.8659085,1539.574069,181.5864541,2158.719802,3.613731149,21.36839633,3.64074621,1.814694742,0.953801111
5.776696713,8.853617491,133.3678988,5.43939711,3.262440218,0.829504791,0.337426233,1.123069196,1.410972962,9.844206106,10.09426055,0.15684794,0.994983146,0.86593304,0.043601338,0.017512505,0.613643795,0.811426483,406.9639336,6211.061672,6.001123397,6.804568361,28.72073358,13.99778009,9.843046206,3.014894714,11.55270872,3.908478143,1.817323725,5.535235288,9.811318017,0.033106043,198.9951676,95.20385391,545.3203688,107.2837104,1457.032432,816.3367836,146.001029,91.47054615,716.6123871,599.3682032,962.6556106,1562.023814,166.8535578,2247.45996,2.119538707,22.63065046,3.426382568,1.862383178,0.41396592
3.170259809,9.624852056,115.792302,3.956937155,0.054066852,0.829237875,0.484648992,1.021346316,1.363763404,9.887096366,9.572944876,0.143450615,0.998769521,0.792075173,0.008028946,0.012178918,0.623843303,0.848933687,458.0997997,9238.037498,6.378858979,5.723582462,22.72855185,9.734407457,8.694085385,2.886863841,10.54986621,5.19563528,2.089641824,4.810441918,10.29890037,0.041881589,187.3974741,104.8254994,533.7618032,110.274653,1475.979541,848.0402725,153.0315405,97.28465232,682.9407352,616.664424,979.9323917,1596.596816,168.1314701,2336.855918,2.307304402,21.05255727,2.882101336,1.614122338,0.570703309
6.218701758,8.11067016,116.8307504,3.975615487,0.528651534,0.773975222,0.308065139,1.051704836,1.469564935,9.878913682,9.553595405,0.13683143,0.996243622,0.857544084,0.022480178,0.012220277,0.70426806,0.814001014,460.2390322,9561.798048,6.110774253,5.176378192,21.39967232,15.40230861,10.35124681,2.998588774,10.67006462,3.977117199,1.904683519,5.775402069,10.08038467,0.048911107,192.0009781,105.8767862,557.2548764,106.9369487,1418.971344,816.3935805,163.3235573,93.60121743,722.293329,553.5235166,969.4567995,1522.980316,168.0150361,2234.724337,2.971582981,21.04235684,2.348922315,1.573685852,0.322781333
4.713115174,9.948030027,165.8696404,4.323769182,3.040831764,0.753489501,0.375872963,1.080626523,1.445601339,10.19145215,9.544374782,0.18635065,0.995250126,0.884276991,0.013898024,0.022409506,0.655680527,0.803867843,480.2670728,12239.57954,6.127183213,4.106095153,27.3156214,12.34086792,11.86019835,3.164494443,8.505859715,4.532198446,2.064156556,3.829136087,9.857503851,0.034046595,195.3617224,100.6824626,532.6420752,111.1570916,1514.47981,887.2012644,159.3610707,104.1996022,735.8486107,575.7840324,970.2216024,1546.005635,173.0085957,2166.198541,4.433981619,24.56440816,3.269432538,1.395871455,0.798250774
1.582675816,6.568068594,143.6820157,4.82993893,2.343839452,0.846718111,0.456545696,1.101236975,1.374925766,10.08425892,10.17256615,0.146980795,0.993481087,0.848416729,0.02014247,0.004283926,0.621349881,0.81601204,429.1413848,12034.13333,6.13168727,4.633920713,18.69344006,12.18002598,9.261850043,2.843879488,11.97160147,4.694922027,2.078161989,3.540306673,9.944866515,0.04868333,183.914068,95.82099772,538.161092,109.2197851,1488.295688,852.8103736,149.9220064,93.45678609,718.8575631,613.8967876,943.8007943,1557.697582,168.6224252,2234.868764,3.145431359,21.01926276,3.510501357,1.999431789,0.779697215
4.694296291,7.922385527,165.6684349,4.191062392,3.366087232,0.781496817,0.469654046,1.079166379,1.372425306,10.91714664,10.23099263,0.181677614,0.991082843,0.882310466,0.032513865,0.015364187,0.640470199,0.883438097,461.0273967,8538.12215,5.884959591,4.298195384,25.68855256,12.72626128,10.10257651,2.868931211,10.56414248,5.387261991,1.969490556,4.263548393,10.1733756,0.042582109,173.2671327,105.537654,549.3449876,114.0412403,1412.944908,866.3732811,146.371601,95.01517661,702.8831521,602.4258828,940.8809786,1543.306861,159.0028376,2177.233255,2.743138687,22.99696625,2.961926707,1.682249853,0.768286586
1.603037477,9.986325448,126.4237713,5.241152063,1.343200109,0.762754542,0.447285327,1.080874303,1.372654038,10.48991601,10.28890347,0.164832575,0.995177846,0.908984665,0.015915027,0.002805347,0.680294593,0.866570489,431.7927385,8735.084415,5.821503493,5.472477146,22.3354968,13.13028917,10.94192039,2.927679911,10.8407899,4.154163864,1.92237634,3.467252804,10.23806738,0.037631745,195.7062021,97.92726051,519.4544478,117.7963875,1452.070915,803.1745386,148.6920365,94.11468661,746.1686464,597.7019678,1017.617493,1615.319461,188.0896385,2196.580337,2.439663976,22.57782269,2.363148858,1.093616518,0.681684777
1.864987648,8.2772431,146.2055864,4.665469633,2.269398701,0.807209526,0.367479272,1.044593188,1.470041964,10.78512488,10.37559616,0.181337995,0.99968999,0.887218045,0.014517759,0.014408717,0.684384839,0.883096161,421.6032989,11920.19926,5.98976393,5.817975502,22.68826246,10.42499089,11.63483291,3.002320747,10.75723169,5.696846959,2.090840838,6.711007679,10.60373081,0.043201053,152.7522113,98.25774229,573.1994523,109.569026,1500.394452,887.6394874,143.7650553,98.68362126,739.450045,567.426207,1041.422513,1608.84872,163.2804252,2137.717129,1.657823406,20.78555085,3.393226595,1.271246697,0.573871296
3.731125224,9.392305923,120.1800325,5.419727887,3.163962579,0.831785163,0.436934061,1.047611433,1.327907862,10.39102066,9.962065142,0.186175297,0.996820333,0.872949148,0.016386095,0.018851369,0.654245926,0.866468211,433.0371145,5781.800774,6.074591747,4.401608997,21.18145655,13.17485632,9.224388042,3.041701846,9.233813933,5.248688291,2.148568092,6.517317142,10.71261688,0.04720437,171.1623315,90.73782262,564.5256556,106.9641034,1507.216933,857.2082766,153.3445531,96.15406548,699.6594123,549.6735859,989.5017516,1539.175338,178.2206085,2271.439793,4.315526894,23.65067482,3.701116079,1.87949746,0.823704556
1.221752443,8.338925898,143.5022707,4.71523153,0.890568604,0.819867706,0.440025117,1.003187562,1.313725228,10.05919413,10.32190854,0.144625879,0.996757447,0.924777708,0.038100023,0.016422265,0.700071833,0.838158126,492.0504761,7387.957974,5.694491247,5.896997561,27.99525139,11.41012888,10.56542493,2.949977004,10.11949429,5.660258361,1.973883494,5.830418054,9.954940704,0.052458427,179.144203,97.73109208,563.6540488,112.8483669,1438.078822,873.4082074,151.8363061,99.86043971,702.573187,580.2541224,908.9435827,1489.197705,180.1421232,2329.682003,1.39657786,22.95629828,2.594832572,1.258110164,0.510731234
5.664351914,9.007210041,126.9806769,4.628773844,2.861900467,0.802204044,0.410529463,1.071856259,1.401746177,9.988846731,10.0419709,0.184823085,0.998037244,0.937014731,0.009035771,0.024032184,0.674101112,0.899291297,443.6085836,11743.77731,5.894170123,6.418788045,20.98916894,15.7141145,10.57281449,3.036469866,8.676315501,3.846442319,1.983634444,3.791215778,10.59397065,0.036610409,189.2498916,99.58281255,580.8024861,110.3820753,1557.433336,798.8502224,160.4170733,100.9960136,716.316708,622.2527089,1003.289976,1625.542684,181.8540543,2129.256403,2.621503469,22.651361,2.08736026,1.838536302,0.513902881
5.549156993,7.575256545,163.7898299,4.944604542,3.125895079,0.786415922,0.349973402,1.113169302,1.378854236,10.53645203,9.908419033,0.152554975,0.996024504,0.898178391,0.015456244,0.023865219,0.699840958,0.890744374,410.1186501,7390.997857,6.112794809,6.857186294,18.37174438,13.03174673,11.4415838,3.120149579,9.294122385,4.158052301,2.008336199,4.472915512,10.41108026,0.037578194,158.2701333,102.7102328,564.4215347,113.9536365,1462.868608,858.3602252,141.2555187,102.4066568,709.5184475,590.6390437,994.2774162,1584.91646,179.3463449,2203.812258,2.11238902,21.3820175,2.472644196,1.37653773,0.837762219
1.178721138,8.772644254,161.1542811,3.627435669,2.832733105,0.795317749,0.401336607,1.072373462,1.323888615,9.762815957,9.785758601,0.1365667,0.996224766,0.847980299,0.01587229,0.017704205,0.690255489,0.809261071,496.2354714,6606.805844,5.865828472,5.826833766,22.81195032,15.57612361,10.37670275,3.128604863,10.71809941,4.48568342,2.031510728,4.586047196,10.0464999,0.049934026,190.7468156,103.2908067,579.3507247,113.0230492,1354.152004,882.6214495,153.9112574,90.12897958,686.7776503,571.2789281,939.3804796,1510.659408,182.1488933,2159.480195,2.33664554,21.7125438,3.281259232,1.07501468,0.917568261
2.303265724,7.402410789,124.2497611,4.185937539,1.136465725,0.791009569,0.400619822,1.089208963,1.371205491,9.867037142,10.68828935,0.139752489,0.998969915,0.826795966,0.014070724,0.02050711,0.696002087,0.837974067,428.9808813,9028.985175,6.37216858,4.671450192,24.81092275,9.610645471,8.170558907,3.035080472,10.08066341,3.677551539,2.119513233,5.75625562,9.769914481,0.035798309,181.9691547,104.7468403,536.4551081,102.8400201,1465.966679,831.9476577,138.6476798,98.23524574,704.4613965,543.1323343,995.5566627,1538.688997,188.5238481,2327.62613,3.098550276,23.76141164,3.219079758,1.254129227,0.836253584
1.2437126,7.629546298,131.6095475,4.961220828,1.376064639,0.787244484,0.37925806,1.108187879,1.46169408,9.652920511,9.487158423,0.158756738,0.993336942,0.883589528,0.021173564,0.017388538,0.653829342,0.853881602,403.9729747,9312.35684,6.242092253,6.654856483,23.57212535,10.66518003,9.047332283,3.100258292,9.170141445,4.288186199,2.10594842,5.617626056,9.626424767,0.059928069,183.4855648,106.1628134,513.5301909,109.4348538,1454.846664,837.7497855,136.6143925,98.0858117,746.6851493,594.1980146,1002.258301,1596.456316,183.6030944,2364.09993,1.925918464,24.6162105,3.055146305,1.916222367,0.653364156
3.984614036,7.470968199,123.7826394,5.10931208,1.208130484,0.776069751,0.364874273,1.007150263,1.317081663,9.761190082,10.4622146,0.144161234,0.998078334,0.841899548,0.03176797,0.012260669,0.662584546,0.83191426,456.0110128,10404.42903,6.296202994,4.009353031,25.57037187,12.97038277,9.451243338,2.853732086,9.348898911,5.939072033,1.857299167,4.188757892,9.978992779,0.040264874,182.0899932,99.21675516,561.7782311,112.9233632,1490.930716,871.6488284,149.6819864,94.070389,704.9899915,564.3593353,991.5215747,1555.88091,178.7050833,2196.856822,1.579795393,22.94082726,2.783563778,1.796056589,0.394396227
5.744829195,8.061871531,160.3543468,4.183000824,0.305881699,0.762343155,0.346433076,1.050702394,1.385030296,9.570846588,9.918716728,0.147118693,0.993403304,0.885748459,0.014897418,0.014610685,0.649638195,0.828681517,405.3277761,9610.819891,5.758560436,4.067555125,28.81347759,12.44922823,10.62146034,3.030057318,9.927427328,3.396863737,2.028240246,6.461385279,9.731744948,0.05236874,165.6378924,102.5373364,555.2590684,111.1038278,1482.62941,809.159669,150.3456497,97.59187231,719.6103594,599.2205749,1001.318588,1600.539163,162.0973606,2223.492057,3.279141289,24.22828692,3.25039031,1.469011907,0.984652731
6.285558278,6.659009265,153.3367374,5.009164062,0.663183661,0.763766514,0.44223538,1.068434488,1.400277066,9.980466106,9.945015045,0.134405386,0.994873022,0.852254596,0.038045994,0.019140042,0.669993406,0.834816033,491.3136588,6874.263409,6.037982897,4.341864984,18.46450962,10.61586141,9.867193515,3.250401203,10.02918284,5.280676283,1.904868459,6.980028303,10.22300319,0.047685721,165.0317879,100.4845518,519.5264479,102.6825132,1462.067143,806.499038,156.5802731,95.38389002,701.1734983,555.8578894,920.2890429,1476.146932,161.9753457,2098.577697,1.60133976,20.1661729,3.99437064,1.27516208,0.374988191
2.90881586,8.158186527,129.6555942,3.876680928,2.529800702,0.818833544,0.476730135,1.085188399,1.448721089,9.764524654,9.115621351,0.173029278,0.991940583,0.805307684,0.010065873,0.020167619,0.679198093,0.82938863,441.2310799,9544.524759,6.158212666,4.157197792,27.78148713,15.26455177,9.883228071,2.882939324,10.58536015,3.792000349,2.091787778,6.217263053,9.815257904,0.041776864,199.6308256,101.3622026,537.6327504,101.4321277,1434.369725,831.6323167,148.7709873,92.89870704,735.7887331,564.0256939,1008.987916,1573.01361,174.4585083,2227.617363,3.363275196,24.88388174,2.133323869,1.291136024,0.63368213
1.905338373,7.557790851,118.9180011,4.608998734,3.277089298,0.781136153,0.340667572,1.072998436,1.445837648,9.956799447,10.56054696,0.142231223,0.992884742,0.864804011,0.010316811,0.014721793,0.662846135,0.874662659,450.3323528,11516.52534,5.643746311,4.327377819,24.78500331,15.24783555,10.74447226,2.903696792,8.719870641,6.245726372,2.017281634,6.332332622,10.10612738,0.053091958,177.8031925,101.0245241,523.2570403,110.78688,1518.392683,798.5077503,146.5266285,105.6745585,691.4172828,592.4989022,992.196931,1584.695833,181.3964271,2129.514594,1.171606801,22.6683479,2.772494343,1.56835579,0.417234299
